G,T
1167,130.0
1120,130.0
1128,130.0
1153,130.0
1145,130.0
1172,130.0
1155,130.0
1163,130.0
1189,130.0
1123,130.0
